,transaction_date,ticker,asset_description,type,amount,representative
2072,2018-10-19,ET,"Energy Transfer LP (Exchanged) <br> Energy Transfer Partners, L.P. (Received)",Exchange,"$1,001 - $15,000",Patrick J Toomey
2073,2018-10-19,ETP,"Energy Transfer Partners, L.P. (Exchanged) <br> Energy Transfer LP (Received)",Exchange,"$1,001 - $15,000",Patrick J Toomey
2074,2018-10-31,BBT,"BB&amp;T Corporation <div class=""text-muted""><em>Rate/Coupon:</em> 5.25%<br> <em>Matures:</em> 11/01/2019</div>",Sale (Full),"$15,001 - $50,000",Patrick J Toomey
2075,2019-07-03,--,"Hawthorne EB North Rivers, LLC <div class=""text-muted""> <em>Company:</em> Hawthorne EB North Rivers, LLC/The Promenade Northwoods &nbsp;(North Charleston, SC) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Real Estate</div>",Sale (Full),"$500,001 - $1,000,000",Mark R Warner
2076,2018-12-07,WMT,Walmart Inc.,Sale (Partial),"$1,001 - $15,000",William Cassidy
2077,2018-12-07,SBUX,Starbucks Corporation,Sale (Partial),"$1,001 - $15,000",William Cassidy
2078,2018-12-07,PG,The Procter &amp; Gamble Company,Sale (Partial),"$1,001 - $15,000",William Cassidy
2079,2018-12-07,NVS,Novartis AG,Sale (Partial),"$1,001 - $15,000",William Cassidy
2080,2018-12-07,JPM,JPMorgan Chase &amp; Co.,Purchase,"$1,001 - $15,000",William Cassidy
2081,2018-12-07,MSFT,Microsoft Corporation,Sale (Partial),"$1,001 - $15,000",William Cassidy
2082,2018-12-07,MDT,Medtronic plc,Sale (Partial),"$1,001 - $15,000",William Cassidy
2083,2018-12-07,FRT,Federal Realty Investment Trust,Sale (Full),"$1,001 - $15,000",William Cassidy
2084,2018-12-07,XOM,Exxon Mobil Corporation,Sale (Partial),"$1,001 - $15,000",William Cassidy
2085,2018-12-07,DIS,The Walt Disney Company,Sale (Partial),"$1,001 - $15,000",William Cassidy
2086,2018-12-07,CMCSA,Comcast Corporation,Sale (Partial),"$1,001 - $15,000",William Cassidy
2087,2018-12-07,CSCO,"Cisco Systems, Inc.",Sale (Partial),"$1,001 - $15,000",William Cassidy
2088,2018-12-07,CVS,CVS Health Corporation,Sale (Partial),"$1,001 - $15,000",William Cassidy
2089,2018-12-07,AAPL,Apple Inc.,Purchase,"$1,001 - $15,000",William Cassidy
2090,2018-12-07,AMGN,Amgen Inc.,Sale (Partial),"$1,001 - $15,000",William Cassidy
2091,2019-07-18,MALOX,"BlackRock Global Allocation Fund, Inc. Institution",Purchase,"$1,001 - $15,000",Daniel S Sullivan
2092,2019-07-17,GTCSX,Glenmede Small Cap Equity Portfolio Class Advisor,Purchase,"$1,001 - $15,000",Daniel S Sullivan
2093,2019-07-17,TSCIX,AMG TimesSquare Small Cap Growth Fund Class Z,Purchase,"$1,001 - $15,000",Daniel S Sullivan
2094,2019-07-17,VPMAX,Vanguard PRIMECAP Fund Admiral Shares,Sale (Full),"$1,001 - $15,000",Daniel S Sullivan
2095,2019-07-17,IWF,iShares Russell 1000 Growth ETF,Sale (Partial),"$15,001 - $50,000",Daniel S Sullivan
2096,2019-06-28,MPLX,MPLX LP,Sale (Full),"$1,001 - $15,000",Patrick J Toomey
2097,2019-07-31,REVB,Revere Bank,Sale (Full),"$15,001 - $50,000",Patrick J Toomey
2099,2019-07-31,--,"Toronto Dominion Bank <div class=""text-muted""><em>Rate/Coupon:</em> 3.0%<br> <em>Matures:</em> 10/31/2020</div>",Sale (Full),"$1,001 - $15,000",Thomas R Carper
2100,2019-07-31,--,"Toronto Dominion Bank <div class=""text-muted""><em>Rate/Coupon:</em> 3.0%<br> <em>Matures:</em> 10/31/2020</div>",Sale (Full),"$1,001 - $15,000",Thomas R Carper
2101,2019-07-18,CEF,Sprott Physical Gold and Silver Trust,Purchase,"$1,001 - $15,000",Thomas R Carper
2102,2019-07-18,ABB,ABB Ltd,Sale (Full),"$1,001 - $15,000",Thomas R Carper
2103,2019-07-16,SMG,The Scotts Miracle-Gro Company,Sale (Full),"$1,001 - $15,000",Thomas R Carper
2104,2019-07-16,CAG,"Conagra Brands, Inc.",Purchase,"$1,001 - $15,000",Thomas R Carper
2105,2019-07-10,--,"Vulcan Materials <div class=""text-muted""><em>Rate/Coupon:</em> 3.17%<br> <em>Matures:</em> 03/01/2021</div>",Purchase,"$15,001 - $50,000",Thomas R Carper
2106,2019-07-01,--,"Barclays Step-up <div class=""text-muted""><em>Rate/Coupon:</em> 4.0%<br> <em>Matures:</em> 06/30/2020</div>",Sale (Full),"$1,001 - $15,000",Thomas R Carper
2107,2019-07-30,ANDX,Andeavor Logistics LP (Exchanged) <br> MPLX LP (Received),Exchange,"$50,001 - $100,000","David A Perdue , Jr"
2108,2019-07-25,T,AT&amp;T Inc.,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2109,2019-07-25,KO,The Coca-Cola Company,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2110,2019-07-25,GE,General Electric Company,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2111,2019-07-25,PYPL,"PayPal Holdings, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2112,2019-07-25,JCI,Johnson Controls International plc,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr"
2113,2019-08-02,SUN,Sunoco LP,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2114,2019-08-02,KR,The Kroger Co.,Purchase,"$15,001 - $50,000","David A Perdue , Jr"
2115,2019-08-02,GPK,Graphic Packaging Holding Company,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2116,2019-08-02,CZR,Caesars Entertainment Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2117,2019-08-02,GPK,Graphic Packaging Holding Company,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2118,2019-08-01,GPK,Graphic Packaging Holding Company,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2119,2019-08-01,CZR,Caesars Entertainment Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2120,2019-08-01,ENTG,"Entegris, Inc.",Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2121,2019-08-01,HBI,Hanesbrands Inc.,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2122,2019-07-31,GPK,Graphic Packaging Holding Company,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2123,2019-07-30,GPK,Graphic Packaging Holding Company,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2124,2019-07-23,CZR,Caesars Entertainment Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2125,2019-07-19,CZR,Caesars Entertainment Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2126,2019-07-19,LGF-B,Lions Gate Entertainment Corp.,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2127,2019-07-18,CZR,Caesars Entertainment Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2128,2019-07-17,CZR,Caesars Entertainment Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2129,2019-07-16,CZR,Caesars Entertainment Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2130,2019-07-15,MYL,Mylan N.V.,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr"
2131,2019-07-15,ABBV,AbbVie Inc.,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr"
2132,2019-07-15,BMY,Bristol-Myers Squibb Company,Purchase,"$15,001 - $50,000","David A Perdue , Jr"
2133,2019-07-15,DOW,Dow Inc.,Purchase,"$15,001 - $50,000","David A Perdue , Jr"
2134,2019-07-15,DOW,Dow Inc.,Purchase,"$15,001 - $50,000","David A Perdue , Jr"
2135,2019-07-15,DD,"DuPont de Nemours, Inc.",Sale (Full),"$1,001 - $15,000","David A Perdue , Jr"
2136,2019-07-15,DD,"DuPont de Nemours, Inc.",Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2137,2019-07-12,ENTG,"Entegris, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2138,2019-07-10,MSM,"MSC Industrial Direct Co., Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2139,2019-07-10,CZR,Caesars Entertainment Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2140,2019-07-09,BWXT,"BWX Technologies, Inc.",Sale (Full),"$15,001 - $50,000","David A Perdue , Jr"
2141,2019-07-08,CZR,Caesars Entertainment Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2142,2019-07-08,BWXT,"BWX Technologies, Inc.",Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2143,2019-07-02,CZR,Caesars Entertainment Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2144,2019-07-01,CZR,Caesars Entertainment Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2147,2019-07-03,--,"VERIZON COMM INC 03.700% 081529 DTD081717 <div class=""text-muted""><em>Rate/Coupon:</em> 03.700%<br> <em>Matures:</em> 08/15/2029</div>",Purchase,"$1,001 - $15,000",Gary C Peters
2149,2019-07-09,--,"Dallas Forth Worth Texas Intl Airport Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 11/01/2037</div>",Purchase,"$250,001 - $500,000",Rick Scott
2150,2019-07-09,--,"Dallas Fort Worth Texas Intl Airport Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 11/01/2037</div>",Purchase,"$250,001 - $500,000",Rick Scott
2151,2019-06-26,--,"Massachusetts State General Obligation Bond <div class=""text-muted""><em>Rate/Coupon:</em> 4.5%<br> <em>Matures:</em> 08/01/2043</div>",Purchase,"$500,001 - $1,000,000",Rick Scott
2152,2019-06-26,--,"Massachusetts State General Obligation Bond <div class=""text-muted""><em>Rate/Coupon:</em> 4.5%<br> <em>Matures:</em> 08/01/2043</div>",Purchase,"$500,001 - $1,000,000",Rick Scott
2153,2019-07-17,AIG,"American International Group, Inc.",Sale (Full),"$50,001 - $100,000",James M Inhofe
2154,2019-06-05,NSRGY,Nestlé S.A.,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse
2155,2019-06-05,KO,The Coca-Cola Company,Purchase,"$1,001 - $15,000",Sheldon Whitehouse
2161,2019-06-10,RDSA.AS,Royal Dutch Shell plc,Sale (Partial),"$1,001 - $15,000",Shelley M Capito
2162,2019-06-10,MSFT,Microsoft Corporation,Sale (Partial),"$1,001 - $15,000",Shelley M Capito
2163,2019-06-10,INTC,Intel Corporation,Sale (Partial),"$1,001 - $15,000",Shelley M Capito
2164,2019-06-10,HBAN,Huntington Bancshares Incorporated,Sale (Full),"$1,001 - $15,000",Shelley M Capito
2165,2019-06-10,XOM,Exxon Mobil Corporation,Sale (Partial),"$1,001 - $15,000",Shelley M Capito
2166,2019-06-10,C,Citigroup Inc.,Sale (Partial),"$1,001 - $15,000",Shelley M Capito
2167,2019-06-10,NSC,Norfolk Southern Corporation,Sale (Full),"$1,001 - $15,000",Shelley M Capito
2168,2019-06-25,PYPL,"PayPal Holdings, Inc.",Sale (Full),"$15,001 - $50,000",James M Inhofe
2169,2019-06-26,BSTZ,BlackRock Science and Technology Trust II,Purchase,"$100,001 - $250,000",John Hoeven
2170,2019-06-21,WMT,Walmart Inc.,Sale (Full),"$50,001 - $100,000",Pat Roberts
2171,2019-06-21,FB,"Facebook, Inc.",Sale (Full),"$50,001 - $100,000",Pat Roberts
2172,2019-06-21,NOC,Northrop Grumman Corporation,Sale (Full),"$15,001 - $50,000",Pat Roberts
2173,2019-06-21,TGT,Target Corporation,Sale (Full),"$1,001 - $15,000",Pat Roberts
2174,2019-06-21,NOC,Northrop Grumman Corporation,Sale (Full),"$100,001 - $250,000",Pat Roberts
2175,2019-06-30,--,"BCS SU Note <div class=""text-muted""><em>Rate/Coupon:</em> 2.0%<br> <em>Matures:</em> 06/30/2020</div>",Sale (Full),"$1,001 - $15,000",Thomas R Carper
2176,2019-06-26,BSTZ,BlackRock Science and Technology Trust II,Purchase,"$1,001 - $15,000",Thomas R Carper
2177,2019-06-26,BSTZ,BlackRock Science and Technology Trust II,Purchase,"$1,001 - $15,000",Thomas R Carper
2178,2019-06-21,--,"Bank of America <div class=""text-muted""><em>Rate/Coupon:</em> 3.0%<br> <em>Matures:</em> 06/21/2020</div>",Sale (Full),"$15,001 - $50,000",Thomas R Carper
2179,2019-06-21,--,"Bank of America <div class=""text-muted""><em>Rate/Coupon:</em> 3.0%<br> <em>Matures:</em> 06/21/2020</div>",Sale (Full),"$15,001 - $50,000",Thomas R Carper
2180,2019-06-14,--,"JPM Contingent Autocall on NVDA <div class=""text-muted""><em>Rate/Coupon:</em> 12.1%<br> <em>Matures:</em> 06/18/2020</div>",Purchase,"$15,001 - $50,000",Thomas R Carper
2181,2019-06-14,--,"JPM Contingent Autocall on NVDA <div class=""text-muted""><em>Rate/Coupon:</em> 12.1%<br> <em>Matures:</em> 06/18/2020</div>",Purchase,"$15,001 - $50,000",Thomas R Carper
2182,2019-06-28,FEYE,"FireEye, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2183,2019-06-28,CZR,Caesars Entertainment Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2184,2019-06-27,CZR,Caesars Entertainment Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2185,2019-06-27,BWXT,"BWX Technologies, Inc.",Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2186,2019-06-27,WPX,"WPX Energy, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2187,2019-06-26,FDX,FedEx Corporation,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2188,2019-06-25,PBA,Pembina Pipeline Corporation,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2189,2019-06-25,CZR,Caesars Entertainment Corporation,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2190,2019-06-25,OKE,"ONEOK, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2191,2019-06-24,LNG,"Cheniere Energy, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2192,2019-06-24,LGF-B,Lions Gate Entertainment Corp.,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2193,2019-06-24,TRGP,Targa Resources Corp.,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2194,2019-06-24,TRGP,Targa Resources Corp.,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2195,2019-06-17,CTVA,"Corteva, Inc.",Sale (Full),"$1,001 - $15,000","David A Perdue , Jr"
2196,2019-06-17,CTVA,"Corteva, Inc.",Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2197,2019-06-14,NWSA,News Corporation,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2198,2019-06-14,GLW,Corning Incorporated,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2199,2019-06-14,GLW,Corning Incorporated,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2200,2019-06-11,BWXT,"BWX Technologies, Inc.",Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2201,2019-06-07,GLW,Corning Incorporated,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2202,2019-06-06,GLW,Corning Incorporated,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2203,2019-06-06,GLW,Corning Incorporated,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2204,2019-06-19,--,"W.L. Gore <div class=""text-muted""> <em>Company:</em> W.L. Gore &amp; Associates &nbsp;(Newark, DE) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Advanced materials manufacturing</div>",Sale (Partial),"$100,001 - $250,000",Christopher A Coons
2205,2019-06-06,--,"BRIGHTHOUSE FINL INC NTS 03.700% 062227 DTD 122217 <div class=""text-muted""><em>Rate/Coupon:</em> 03.700%<br> <em>Matures:</em> 06/22/2027</div>",Purchase,"$1,001 - $15,000",Gary C Peters
2206,2019-06-13,--,"CLEVELAND OHIO GO VAR PURP BDS 2019A DUE 12/01/2043 <div class=""text-muted""><em>Rate/Coupon:</em> 3.00%<br> <em>Matures:</em> 12/01/2043</div>",Purchase,"$1,001 - $15,000",Gary C Peters
2209,2018-08-23,NFLX,"Netflix, Inc.",Purchase,"$1,001 - $15,000",Christopher A Coons
2210,2018-10-24,NFLX,"Netflix, Inc.",Sale (Full),"$1,001 - $15,000",Christopher A Coons
2211,2018-07-18,NFLX,"Netflix, Inc.",Sale (Full),"$1,001 - $15,000",Christopher A Coons
2212,2018-03-19,NFLX,"Netflix, Inc.",Sale (Full),"$1,001 - $15,000",Christopher A Coons
2213,2018-11-05,AAPL,Apple Inc.,Sale (Partial),"$1,001 - $15,000",Christopher A Coons
2214,2018-10-24,AAPL,Apple Inc.,Purchase,"$1,001 - $15,000",Christopher A Coons
2215,2019-05-28,MSFT,Microsoft Corporation,Sale (Full),"$1,001 - $15,000",Christopher A Coons
2216,2019-06-01,WFC,Wells Fargo &amp; Company,Purchase,"$1,001 - $15,000","A. Mitchell Mcconnell, Jr."
2217,2018-10-12,--,"Montgomery County TN Go REF BDS <div class=""text-muted""><em>Rate/Coupon:</em> 4.0%<br> <em>Matures:</em> 04/01/2019</div>",Purchase,"$15,001 - $50,000",Lamar Alexander
2218,2018-10-23,--,"University Texas Univ Revs REV FIN SYS REF BDS <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 08/15/2032</div>",Purchase,"$15,001 - $50,000",Lamar Alexander
2219,2018-10-12,--,"Plano Texas Indpt Sch Dis Ultd Tax REF BDS <div class=""text-muted""><em>Rate/Coupon:</em> 5.0%<br> <em>Matures:</em> 02/15/2024</div>",Purchase,"$15,001 - $50,000",Lamar Alexander
2220,2019-05-17,--,"Tennessee St. Sch BD Auth Higher <div class=""text-muted""><em>Rate/Coupon:</em> 5.00%<br> <em>Matures:</em> 11/01/2024</div>",Purchase,"$50,001 - $100,000",Lamar Alexander
2221,2019-05-17,--,"Chattanooga Tenn Elec Rev Ref <div class=""text-muted""><em>Rate/Coupon:</em> 5.00%<br> <em>Matures:</em> 09/01/2027</div>",Purchase,"$15,001 - $50,000",Lamar Alexander
2223,2019-05-23,VFC,"V.F. Corporation (Exchanged) <br> Kontoor Brands, Inc. (Received)",Exchange,"$1,001 - $15,000",Jacklyn S Rosen
2226,2019-05-16,--,"MAINE ST HSG AUTH REV BOND <div class=""text-muted""><em>Rate/Coupon:</em> 1.70%<br> <em>Matures:</em> 11/15/2021</div>",Purchase,"$15,001 - $50,000","Angus S King, Jr."
2228,2019-06-03,VMC,Vulcan Materials Company,Sale (Full),"$250,001 - $500,000","A. Mitchell Mcconnell, Jr."
2229,2019-06-03,IR,Ingersoll-Rand Plc,Sale (Full),"$250,001 - $500,000","A. Mitchell Mcconnell, Jr."
2230,2019-05-23,--,"Kentucky Economic Development Fin Auth Hospital Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 6.375%<br> <em>Matures:</em> 03/01/2040</div>",Purchase,"$1,000,001 - $5,000,000",Rick Scott
2231,2019-05-23,--,"Kentucky Economic Development Fin Auth Hospital Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 6.375%<br> <em>Matures:</em> 03/01/2040</div>",Purchase,"$500,001 - $1,000,000",Rick Scott
2232,2019-05-14,--,"Washington State Healthcare Facilities Auth Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 7.0%<br> <em>Matures:</em> 07/01/2039</div>",Purchase,"$1,000,001 - $5,000,000",Rick Scott
2233,2019-05-14,--,"Washington State Healthcare Facilities Auth Revenue Bond <div class=""text-muted""><em>Rate/Coupon:</em> 7.0%<br> <em>Matures:</em> 07/01/2039</div>",Purchase,"$500,001 - $1,000,000",Rick Scott
2235,2019-05-17,RHT,"Red Hat, Inc.",Sale (Full),"$50,001 - $100,000",Susan M Collins
2236,2019-05-21,WEX,WEX Inc.,Purchase,"$15,001 - $50,000",Susan M Collins
2237,2019-05-17,NVDA,NVIDIA Corporation,Purchase,"$1,001 - $15,000",Sheldon Whitehouse
2238,2019-05-16,CVS,CVS Health Corporation,Purchase,"$1,001 - $15,000",Sheldon Whitehouse
2239,2019-05-02,VGR,Vector Group Ltd.,Sale (Full),"$1,001 - $15,000",Thomas R Carper
2240,2019-05-30,M,"Macy's, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2241,2019-05-30,PBA,Pembina Pipeline Corporation,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2242,2019-05-30,PG,The Procter &amp; Gamble Company,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2243,2019-05-30,PEP,"PepsiCo, Inc.",Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2244,2019-05-29,EAF,GrafTech International Ltd.,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2245,2019-05-29,CTSH,Cognizant Technology Solutions Corporation,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2246,2019-05-29,INFY,Infosys Limited,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr"
2247,2019-05-28,EAF,GrafTech International Ltd.,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2248,2019-05-28,CEQP,Crestwood Equity Partners LP,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2249,2019-05-24,EAF,GrafTech International Ltd.,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2250,2019-05-23,PEP,"PepsiCo, Inc.",Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2251,2019-05-23,PG,The Procter &amp; Gamble Company,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2252,2019-05-23,EAF,GrafTech International Ltd.,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2253,2019-05-23,FDX,FedEx Corporation,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2254,2019-05-23,AVP,"Avon Products, Inc.",Sale (Full),"$1,001 - $15,000","David A Perdue , Jr"
2255,2019-05-22,CTSH,Cognizant Technology Solutions Corporation,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2256,2019-05-22,INFY,Infosys Limited,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2257,2019-05-17,GLW,Corning Incorporated,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2258,2019-05-16,DIS,The Walt Disney Company,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr"
2259,2019-05-15,FDX,FedEx Corporation,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2260,2019-05-15,GLW,Corning Incorporated,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2261,2019-05-15,AMT,American Tower Corporation (REIT),Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2262,2019-05-08,BWXT,"BWX Technologies, Inc.",Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2263,2019-05-06,BWXT,"BWX Technologies, Inc.",Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2264,2019-05-06,ACA,"Arcosa, Inc.",Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2265,2019-05-03,OKE,"ONEOK, Inc.",Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2266,2019-05-03,BWXT,"BWX Technologies, Inc.",Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2267,2019-05-02,BWXT,"BWX Technologies, Inc.",Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr"
2268,2019-05-02,FDX,FedEx Corporation,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2269,2019-05-01,FDX,FedEx Corporation,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2270,2019-05-01,FDX,FedEx Corporation,Purchase,"$1,001 - $15,000","David A Perdue , Jr"
2271,2019-05-30,CE,Celanese Corporation,Purchase,"$50,001 - $100,000",John Hoeven
2272,2019-05-30,DOW,Dow Inc.,Purchase,"$50,001 - $100,000",John Hoeven
2273,2019-05-15,GS,"The Goldman Sachs Group, Inc.",Sale (Partial),"$50,001 - $100,000",Rafael E Cruz
2275,2019-05-02,--,"VIRGINIA COMWLTH TRANSN BRD TRANSN REV CAP PROJ REV BDS 2016 <div class=""text-muted""><em>Rate/Coupon:</em> 3.00%<br> <em>Matures:</em> 05/15/2040</div>",Purchase,"$15,001 - $50,000",Gary C Peters
